asv,n,prop,ncomp,eta
asv.7669,1,0.04,7,0.6107768013327781
asv.7799,1,0.04,7,0.6107768013327781
asv.8002,1,0.04,7,0.6107768013327781
asv.8049,1,0.04,7,0.6107768013327781
asv.8062,7,0.28,7,0.6107768013327781
asv.8093,1,0.04,7,0.6107768013327781
asv.8157,19,0.76,7,0.6107768013327781
asv.8163,6,0.24,7,0.6107768013327781
asv.8198,14,0.56,7,0.6107768013327781
asv.821,16,0.64,7,0.6107768013327781
asv.8240,4,0.16,7,0.6107768013327781
asv.8253,3,0.12,7,0.6107768013327781
asv.8270,10,0.4,7,0.6107768013327781
asv.8291,22,0.88,7,0.6107768013327781
asv.8293,4,0.16,7,0.6107768013327781
asv.8427,3,0.12,7,0.6107768013327781
asv.8686,1,0.04,7,0.6107768013327781
asv.8710,1,0.04,7,0.6107768013327781
asv.8720,15,0.6,7,0.6107768013327781
asv.8779,1,0.04,7,0.6107768013327781
asv.8791,3,0.12,7,0.6107768013327781
asv.8867,10,0.4,7,0.6107768013327781
asv.9053,1,0.04,7,0.6107768013327781
asv.9142,1,0.04,7,0.6107768013327781
asv.9179,2,0.08,7,0.6107768013327781
asv.9184,11,0.44,7,0.6107768013327781
asv.9217,1,0.04,7,0.6107768013327781
asv.9263,11,0.44,7,0.6107768013327781
asv.93,5,0.2,7,0.6107768013327781
asv.9345,2,0.08,7,0.6107768013327781
asv.9448,7,0.28,7,0.6107768013327781
asv.9451,3,0.12,7,0.6107768013327781
asv.9825,1,0.04,7,0.6107768013327781
asv.9908,16,0.64,7,0.6107768013327781
